Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
ORD-104697,04-07-2023,06-07-2023,Customer 330,Corporate,South,Office Supplies,Storage,Storage Box,441.94,8,0.1,89.04
ORD-104698,11-10-2022,12-10-2022,Customer 163,Consumer,East,Office Supplies,Binders,3-ring Binder,1531.47,7,0.3,95.93
ORD-104699,03-07-2023,06-07-2023,Customer 807,Corporate,North,Technology,Accessories,Keyboard,866.76,5,0.1,106.52
ORD-104700,30-05-2023,01-06-2023,Customer 799,Home Office,West,Technology,Phones,iPhone 14,368.99,3,0.2,46.21
ORD-104701,25-03-2022,26-03-2022,Customer 433,Home Office,West,Furniture,Tables,Conference Table,398.86,9,0,44.17
ORD-104702,16-10-2022,20-10-2022,Customer 265,Corporate,West,Technology,Phones,iPhone 14,1148.48,9,0.2,241.14
ORD-104703,21-04-2022,24-04-2022,Customer 110,Corporate,South,Furniture,Tables,Conference Table,113.2,6,0,32.5
ORD-104704,04-04-2022,07-04-2022,Customer 690,Corporate,East,Technology,Accessories,Wireless Mouse,1546.04,7,0.3,225.42
ORD-104705,05-03-2023,07-03-2023,Customer 439,Home Office,West,Furniture,Chairs,ErgoChair Pro,709.59,9,0.3,123.34
ORD-104706,02-09-2023,07-09-2023,Customer 277,Consumer,North,Technology,Copiers,Canon All-in-One,829.53,7,0,68.68
ORD-104707,16-11-2023,20-11-2023,Customer 631,Corporate,West,Furniture,Chairs,ErgoChair Pro,1265.24,3,0.3,82.92
ORD-104708,24-10-2022,29-10-2022,Customer 295,Consumer,North,Office Supplies,Paper,A4 Paper,384.26,6,0.1,52.18
ORD-104709,23-05-2023,24-05-2023,Customer 69,Home Office,West,Furniture,Bookcases,Tall Bookcase,1017.7,5,0,143.13
ORD-104710,28-06-2023,02-07-2023,Customer 72,Corporate,North,Technology,Copiers,HP Copier,1257.41,7,0.3,264.05
ORD-104711,16-10-2023,18-10-2023,Customer 939,Home Office,West,Furniture,Tables,Wooden Desk,269.16,8,0.3,16.65
ORD-104712,14-03-2022,18-03-2022,Customer 135,Consumer,South,Technology,Accessories,Wireless Mouse,131.48,10,0,21.68
ORD-104713,22-05-2023,23-05-2023,Customer 343,Home Office,North,Technology,Accessories,Wireless Mouse,1071.82,9,0.1,164.65
ORD-104714,10-11-2022,12-11-2022,Customer 331,Home Office,North,Furniture,Bookcases,Wall Shelf,1120.33,7,0.3,90.32
ORD-104715,16-04-2023,18-04-2023,Customer 296,Consumer,South,Technology,Phones,iPhone 14,1150.16,10,0,212.02
ORD-104716,25-12-2022,28-12-2022,Customer 726,Home Office,North,Technology,Copiers,HP Copier,334.61,10,0,89.87
ORD-104717,28-12-2022,30-12-2022,Customer 351,Corporate,North,Technology,Copiers,Canon All-in-One,1920.18,10,0.2,282.42
ORD-104718,10-05-2022,13-05-2022,Customer 431,Consumer,West,Office Supplies,Binders,2-inch Binder,1613.91,6,0.3,248.82
ORD-104719,15-06-2023,17-06-2023,Customer 173,Corporate,South,Furniture,Tables,Conference Table,789.67,6,0.1,154.53
ORD-104720,11-05-2023,13-05-2023,Customer 743,Home Office,East,Technology,Phones,Samsung Galaxy,1759.79,10,0.1,134.19
ORD-104721,18-04-2023,20-04-2023,Customer 843,Corporate,South,Office Supplies,Storage,File Cabinet,272.85,9,0,78.36
ORD-104722,14-03-2023,17-03-2023,Customer 269,Corporate,North,Office Supplies,Binders,3-ring Binder,1628.57,5,0,482.64
ORD-104723,10-06-2022,13-06-2022,Customer 271,Home Office,East,Furniture,Bookcases,Tall Bookcase,1565.34,4,0.2,334.12
ORD-104724,20-07-2023,24-07-2023,Customer 110,Corporate,West,Office Supplies,Storage,Storage Box,818.37,8,0.3,79.85
ORD-104725,05-07-2023,10-07-2023,Customer 611,Consumer,West,Furniture,Chairs,Classic Desk Chair,1571.56,10,0.1,387.58
ORD-104726,06-12-2022,10-12-2022,Customer 507,Home Office,East,Office Supplies,Storage,File Cabinet,1334.29,2,0.2,108.41
ORD-104727,18-01-2022,22-01-2022,Customer 943,Corporate,East,Technology,Copiers,Canon All-in-One,377.37,10,0.3,43.2
ORD-104728,01-07-2023,04-07-2023,Customer 137,Home Office,South,Office Supplies,Paper,A4 Paper,1137.77,6,0.3,66.07
ORD-104729,28-10-2023,30-10-2023,Customer 93,Consumer,East,Furniture,Tables,Wooden Desk,1368.03,2,0.3,171.13
ORD-104730,13-10-2023,16-10-2023,Customer 647,Home Office,East,Technology,Copiers,Canon All-in-One,387.41,6,0.3,45.53
ORD-104731,26-02-2023,27-02-2023,Customer 831,Consumer,West,Office Supplies,Binders,2-inch Binder,760.12,3,0.3,30.27
ORD-104732,23-10-2022,27-10-2022,Customer 484,Corporate,West,Office Supplies,Binders,3-ring Binder,1761.88,2,0.1,327.04
ORD-104733,19-12-2022,22-12-2022,Customer 705,Consumer,North,Office Supplies,Binders,2-inch Binder,1029.25,2,0.3,196.16
ORD-104734,10-10-2022,15-10-2022,Customer 753,Home Office,South,Furniture,Tables,Conference Table,860.85,9,0.2,164.88
ORD-104735,04-01-2022,06-01-2022,Customer 925,Consumer,East,Office Supplies,Storage,Storage Box,1951.59,6,0.1,207.02
ORD-104736,25-04-2023,27-04-2023,Customer 321,Home Office,South,Technology,Copiers,Canon All-in-One,1636.51,7,0.3,236.65
ORD-104737,17-08-2022,20-08-2022,Customer 511,Consumer,South,Office Supplies,Storage,Storage Box,768.04,1,0.3,152.51
ORD-104738,24-08-2023,27-08-2023,Customer 93,Home Office,North,Furniture,Tables,Conference Table,1426.98,3,0.1,174.43
ORD-104739,16-11-2023,20-11-2023,Customer 60,Consumer,West,Technology,Copiers,HP Copier,1499.07,7,0.3,55.68
ORD-104740,20-07-2022,21-07-2022,Customer 741,Corporate,East,Technology,Phones,iPhone 14,1120.3,5,0.1,224.9
ORD-104741,13-11-2023,15-11-2023,Customer 357,Consumer,East,Technology,Accessories,Wireless Mouse,1926.61,4,0,387.45
ORD-104742,16-10-2023,21-10-2023,Customer 395,Home Office,East,Furniture,Bookcases,Tall Bookcase,44.21,4,0.2,5.88
ORD-104743,29-06-2022,04-07-2022,Customer 291,Home Office,North,Furniture,Tables,Wooden Desk,448.4,9,0.3,75.98
ORD-104744,18-11-2022,23-11-2022,Customer 992,Consumer,West,Furniture,Chairs,Classic Desk Chair,1643.21,9,0.3,86.67
ORD-104745,21-10-2023,23-10-2023,Customer 494,Home Office,South,Office Supplies,Binders,2-inch Binder,1008.6,6,0.3,40.93
ORD-104746,29-12-2023,03-01-2024,Customer 451,Consumer,West,Technology,Phones,Samsung Galaxy,1824.94,4,0.2,146.77
ORD-104747,07-11-2023,08-11-2023,Customer 905,Corporate,East,Office Supplies,Binders,3-ring Binder,276.1,7,0.2,12.36
ORD-104748,29-03-2023,31-03-2023,Customer 680,Home Office,East,Technology,Copiers,Canon All-in-One,1986.75,2,0,229.98
ORD-104749,29-01-2022,02-02-2022,Customer 134,Consumer,North,Furniture,Tables,Conference Table,429.89,7,0.3,52.07
ORD-104750,16-07-2023,21-07-2023,Customer 349,Consumer,East,Office Supplies,Paper,A4 Paper,1974.75,10,0.2,441.1
ORD-104751,31-10-2022,02-11-2022,Customer 706,Consumer,West,Technology,Copiers,Canon All-in-One,965.74,4,0.1,88.93
ORD-104752,01-07-2022,02-07-2022,Customer 529,Corporate,West,Office Supplies,Storage,File Cabinet,1716.79,8,0.1,235.47
ORD-104753,23-11-2023,27-11-2023,Customer 683,Consumer,West,Furniture,Chairs,Classic Desk Chair,373.18,2,0.3,30.59
ORD-104754,14-08-2022,16-08-2022,Customer 953,Consumer,South,Technology,Phones,iPhone 14,575.11,8,0.3,70.06
ORD-104755,07-01-2023,10-01-2023,Customer 682,Home Office,North,Furniture,Bookcases,Tall Bookcase,1095.29,9,0.3,185.56
ORD-104756,14-04-2022,15-04-2022,Customer 837,Home Office,West,Furniture,Tables,Wooden Desk,1010.01,1,0,291.12
ORD-104757,26-12-2022,27-12-2022,Customer 282,Corporate,West,Office Supplies,Binders,3-ring Binder,1045.46,3,0.2,214.07
ORD-104758,18-10-2022,22-10-2022,Customer 501,Consumer,South,Office Supplies,Paper,Legal Pad,757.68,10,0,200.29
ORD-104759,15-05-2023,17-05-2023,Customer 254,Consumer,South,Technology,Accessories,Wireless Mouse,794.83,8,0,68.47
ORD-104760,17-07-2023,18-07-2023,Customer 248,Consumer,North,Furniture,Bookcases,Wall Shelf,1186.35,2,0,345.35
ORD-104761,13-05-2022,14-05-2022,Customer 327,Corporate,South,Technology,Phones,iPhone 14,936.16,7,0,70.11
ORD-104762,15-09-2023,19-09-2023,Customer 669,Home Office,East,Furniture,Chairs,Classic Desk Chair,1358.31,5,0,352.28
ORD-104763,04-07-2022,09-07-2022,Customer 109,Consumer,South,Furniture,Tables,Conference Table,1676.58,1,0,171.13
ORD-104764,05-07-2023,08-07-2023,Customer 411,Home Office,North,Furniture,Bookcases,Tall Bookcase,1699.8,4,0,114.05
ORD-104765,19-11-2022,21-11-2022,Customer 653,Corporate,South,Furniture,Bookcases,Wall Shelf,1814.72,9,0.1,319.43
ORD-104766,07-03-2023,11-03-2023,Customer 312,Corporate,South,Technology,Copiers,HP Copier,105.78,7,0.2,24.51
ORD-104767,19-04-2022,23-04-2022,Customer 765,Corporate,East,Furniture,Bookcases,Wall Shelf,1805.6,7,0.3,204.51
ORD-104768,27-11-2023,02-12-2023,Customer 649,Corporate,West,Technology,Phones,iPhone 14,1298.58,6,0.2,153.03
ORD-104769,21-10-2022,23-10-2022,Customer 750,Corporate,West,Furniture,Bookcases,Wall Shelf,1783.32,4,0.1,206.28
ORD-104770,25-05-2023,29-05-2023,Customer 738,Home Office,East,Office Supplies,Storage,File Cabinet,484.06,2,0.3,64.06
ORD-104771,23-10-2022,26-10-2022,Customer 39,Corporate,East,Office Supplies,Storage,Storage Box,1037.87,10,0,121.36
ORD-104772,14-01-2023,18-01-2023,Customer 762,Home Office,East,Office Supplies,Binders,3-ring Binder,574.88,7,0.1,28.71
ORD-104773,21-11-2022,23-11-2022,Customer 69,Home Office,South,Office Supplies,Binders,2-inch Binder,1648.47,1,0.2,166.35
ORD-104774,12-04-2023,13-04-2023,Customer 653,Home Office,North,Office Supplies,Storage,Storage Box,1898.15,8,0,125.07
ORD-104775,23-06-2023,25-06-2023,Customer 991,Home Office,North,Office Supplies,Storage,Storage Box,750.84,6,0,65.17
ORD-104776,01-02-2022,06-02-2022,Customer 847,Home Office,East,Furniture,Bookcases,Tall Bookcase,1986.06,4,0.3,253.22
ORD-104777,12-08-2023,16-08-2023,Customer 359,Consumer,West,Technology,Accessories,Keyboard,1124.33,9,0.1,91.82
ORD-104778,30-03-2023,31-03-2023,Customer 283,Consumer,West,Furniture,Tables,Wooden Desk,1575.85,6,0.3,57.5
ORD-104779,28-02-2022,01-03-2022,Customer 26,Consumer,North,Technology,Accessories,Wireless Mouse,1548.11,9,0,159.71
ORD-104780,18-06-2022,19-06-2022,Customer 664,Corporate,North,Furniture,Tables,Wooden Desk,467.69,5,0.1,77.02
ORD-104781,31-08-2022,03-09-2022,Customer 563,Home Office,West,Furniture,Tables,Wooden Desk,454.12,1,0.1,48.09
ORD-104782,01-04-2022,05-04-2022,Customer 213,Consumer,North,Technology,Accessories,Wireless Mouse,735.1,8,0.2,129.54
ORD-104783,20-06-2023,22-06-2023,Customer 773,Corporate,South,Furniture,Tables,Wooden Desk,171.55,9,0.2,30.63
ORD-104784,05-01-2022,06-01-2022,Customer 842,Corporate,East,Technology,Accessories,Wireless Mouse,1462.06,5,0.3,90.64
ORD-104785,17-01-2023,21-01-2023,Customer 865,Corporate,East,Furniture,Chairs,ErgoChair Pro,970.52,9,0.1,154.29
ORD-104786,22-12-2023,26-12-2023,Customer 124,Corporate,East,Furniture,Tables,Wooden Desk,329.23,10,0.2,56.39
ORD-104787,06-09-2022,10-09-2022,Customer 375,Home Office,North,Furniture,Tables,Conference Table,382.2,1,0,96.31
ORD-104788,03-07-2023,07-07-2023,Customer 728,Home Office,West,Furniture,Tables,Wooden Desk,420.74,5,0.1,42.7
ORD-104789,20-10-2022,22-10-2022,Customer 785,Corporate,South,Technology,Phones,iPhone 14,1645.43,4,0.3,142.49
ORD-104790,11-09-2022,13-09-2022,Customer 86,Home Office,East,Furniture,Chairs,Classic Desk Chair,319.12,2,0.1,69.71
ORD-104791,19-05-2023,22-05-2023,Customer 237,Corporate,West,Office Supplies,Binders,2-inch Binder,1647.02,2,0.3,90.33
ORD-104792,02-07-2023,07-07-2023,Customer 978,Consumer,South,Office Supplies,Storage,File Cabinet,465.18,7,0.3,56.35
ORD-104793,13-10-2022,18-10-2022,Customer 218,Home Office,West,Furniture,Bookcases,Tall Bookcase,1813.04,4,0.3,378.54
ORD-104794,29-09-2023,04-10-2023,Customer 584,Home Office,West,Furniture,Chairs,ErgoChair Pro,1634.71,9,0.3,151.19
ORD-104795,12-05-2023,17-05-2023,Customer 17,Corporate,North,Furniture,Tables,Conference Table,280.93,3,0.2,16.69
ORD-104796,28-06-2023,29-06-2023,Customer 919,Consumer,East,Technology,Copiers,HP Copier,406.67,1,0,54.93
ORD-104797,08-09-2023,12-09-2023,Customer 949,Consumer,North,Office Supplies,Binders,2-inch Binder,1299.26,9,0.3,70.27
ORD-104798,03-12-2022,08-12-2022,Customer 381,Corporate,East,Technology,Copiers,HP Copier,1723.45,4,0.3,90.85
ORD-104799,28-09-2023,03-10-2023,Customer 874,Consumer,West,Technology,Copiers,Canon All-in-One,1198.82,3,0.2,230.9
ORD-104800,04-10-2023,05-10-2023,Customer 330,Home Office,West,Furniture,Bookcases,Wall Shelf,508.91,2,0,142.35
ORD-104801,17-09-2022,22-09-2022,Customer 99,Corporate,North,Technology,Accessories,Wireless Mouse,625.38,4,0.3,73.42
ORD-104802,01-09-2022,04-09-2022,Customer 63,Corporate,West,Technology,Phones,Samsung Galaxy,1694.01,2,0.3,152.64
ORD-104803,19-08-2022,21-08-2022,Customer 918,Corporate,West,Office Supplies,Binders,2-inch Binder,22.69,8,0.1,1.8
ORD-104804,16-11-2022,20-11-2022,Customer 864,Corporate,North,Office Supplies,Storage,File Cabinet,544.78,3,0.3,30.95
ORD-104805,28-02-2022,03-03-2022,Customer 434,Home Office,East,Office Supplies,Storage,File Cabinet,553.01,8,0.2,91.67
ORD-104806,04-12-2022,05-12-2022,Customer 740,Consumer,North,Technology,Phones,iPhone 14,533.08,1,0.3,103
ORD-104807,04-07-2023,09-07-2023,Customer 310,Home Office,East,Office Supplies,Storage,File Cabinet,1976.88,5,0.1,369.66
ORD-104808,07-12-2023,12-12-2023,Customer 172,Consumer,West,Furniture,Tables,Conference Table,237.24,5,0.2,34.33
ORD-104809,09-05-2023,12-05-2023,Customer 16,Home Office,East,Office Supplies,Storage,File Cabinet,941.25,3,0.1,177.01
ORD-104810,12-07-2023,15-07-2023,Customer 291,Home Office,South,Technology,Copiers,Canon All-in-One,1204.04,2,0.2,234.26
ORD-104811,29-09-2023,02-10-2023,Customer 587,Corporate,South,Office Supplies,Storage,Storage Box,174.64,8,0.3,34.52
ORD-104812,25-05-2022,28-05-2022,Customer 878,Corporate,West,Furniture,Tables,Wooden Desk,554.42,1,0,50.04
ORD-104813,15-04-2022,18-04-2022,Customer 745,Home Office,East,Technology,Copiers,Canon All-in-One,1753.93,3,0.2,121.46
ORD-104814,04-10-2022,05-10-2022,Customer 617,Consumer,East,Furniture,Chairs,ErgoChair Pro,135.18,8,0,6.76
ORD-104815,12-10-2022,13-10-2022,Customer 558,Home Office,South,Office Supplies,Binders,3-ring Binder,1493.74,2,0.3,78.13
ORD-104816,23-09-2023,27-09-2023,Customer 394,Corporate,West,Office Supplies,Paper,Legal Pad,1575.11,3,0.3,151.72
ORD-104817,12-05-2022,13-05-2022,Customer 665,Corporate,South,Furniture,Tables,Wooden Desk,324.23,1,0,83.63
ORD-104818,17-10-2022,19-10-2022,Customer 577,Home Office,North,Office Supplies,Binders,2-inch Binder,732.73,1,0.1,65.84
ORD-104819,09-12-2023,14-12-2023,Customer 171,Consumer,West,Technology,Phones,iPhone 14,1400.1,5,0.2,174.58
ORD-104820,05-11-2022,10-11-2022,Customer 236,Home Office,North,Technology,Copiers,Canon All-in-One,1198.92,3,0,186.85
ORD-104821,14-04-2023,15-04-2023,Customer 457,Corporate,West,Furniture,Bookcases,Wall Shelf,352.32,1,0,36.93
ORD-104822,14-02-2023,18-02-2023,Customer 300,Home Office,South,Office Supplies,Paper,Legal Pad,1491.09,8,0.2,95.41
ORD-104823,20-05-2022,22-05-2022,Customer 691,Home Office,South,Furniture,Chairs,Classic Desk Chair,484.31,7,0.3,50.58
ORD-104824,09-11-2022,11-11-2022,Customer 224,Consumer,South,Furniture,Tables,Conference Table,932.87,9,0.2,125.47
ORD-104825,25-08-2023,26-08-2023,Customer 342,Consumer,West,Technology,Accessories,Keyboard,1314.87,1,0.2,227.45
ORD-104826,11-04-2022,14-04-2022,Customer 982,Home Office,East,Technology,Phones,Samsung Galaxy,1010.52,2,0.3,74.93
ORD-104827,15-05-2022,19-05-2022,Customer 956,Corporate,North,Office Supplies,Binders,3-ring Binder,1642.66,2,0.1,400.33
ORD-104828,17-05-2022,20-05-2022,Customer 490,Home Office,North,Technology,Copiers,HP Copier,1033.79,6,0.2,127.89
ORD-104829,24-04-2022,28-04-2022,Customer 913,Home Office,South,Furniture,Tables,Conference Table,1077.89,1,0.3,78.84
ORD-104830,28-06-2023,01-07-2023,Customer 922,Corporate,South,Technology,Phones,Samsung Galaxy,401.12,6,0.2,76.84
ORD-104831,30-08-2023,04-09-2023,Customer 827,Consumer,East,Furniture,Chairs,ErgoChair Pro,365.73,4,0.3,34.49
ORD-104832,19-11-2022,21-11-2022,Customer 109,Consumer,West,Furniture,Tables,Conference Table,546.55,4,0.1,92.03
ORD-104833,12-08-2022,17-08-2022,Customer 679,Corporate,East,Office Supplies,Paper,A4 Paper,350.18,6,0.1,51.5
ORD-104834,02-07-2022,05-07-2022,Customer 693,Consumer,North,Technology,Accessories,Keyboard,1373.87,2,0.1,122.8
ORD-104835,14-03-2022,18-03-2022,Customer 697,Corporate,West,Furniture,Chairs,ErgoChair Pro,668.64,1,0,57.36
ORD-104836,08-02-2022,10-02-2022,Customer 236,Home Office,West,Office Supplies,Binders,3-ring Binder,624.23,4,0.2,92.71
ORD-104837,11-10-2023,13-10-2023,Customer 505,Home Office,West,Office Supplies,Storage,Storage Box,472.72,9,0,98.69
ORD-104838,22-10-2022,27-10-2022,Customer 824,Corporate,North,Office Supplies,Paper,Legal Pad,1541.87,5,0.3,140.53
ORD-104839,11-03-2023,12-03-2023,Customer 634,Consumer,South,Office Supplies,Binders,3-ring Binder,1003.13,10,0,117.69
ORD-104840,23-02-2022,24-02-2022,Customer 828,Home Office,West,Technology,Accessories,Wireless Mouse,1544.11,2,0.3,292.13
ORD-104841,23-10-2023,25-10-2023,Customer 484,Corporate,North,Office Supplies,Storage,Storage Box,385.82,2,0.1,65.85
ORD-104842,15-04-2022,19-04-2022,Customer 347,Consumer,North,Furniture,Tables,Conference Table,187.67,1,0.2,33.38
ORD-104843,05-06-2023,06-06-2023,Customer 290,Consumer,South,Furniture,Tables,Wooden Desk,1039.79,1,0,296.82
ORD-104844,16-09-2022,21-09-2022,Customer 531,Corporate,North,Furniture,Bookcases,Tall Bookcase,1958.38,5,0,571.53
ORD-104845,18-04-2023,23-04-2023,Customer 961,Corporate,South,Technology,Accessories,Keyboard,1664.89,3,0.1,428.59
ORD-104846,16-08-2022,21-08-2022,Customer 353,Consumer,East,Furniture,Bookcases,Wall Shelf,1323.14,6,0.2,260.5
ORD-104847,07-04-2023,10-04-2023,Customer 255,Home Office,East,Furniture,Chairs,ErgoChair Pro,743.15,7,0.2,39.1
ORD-104848,09-03-2022,10-03-2022,Customer 607,Consumer,West,Office Supplies,Storage,File Cabinet,531.98,4,0.1,119.42
ORD-104849,14-11-2023,15-11-2023,Customer 440,Consumer,West,Technology,Copiers,Canon All-in-One,942.84,1,0.2,198.51
ORD-104850,26-04-2022,28-04-2022,Customer 320,Corporate,West,Office Supplies,Storage,File Cabinet,577.88,3,0.3,28.87
ORD-104851,30-12-2022,01-01-2023,Customer 37,Home Office,East,Office Supplies,Binders,3-ring Binder,1591.04,2,0,393.82
ORD-104852,28-11-2022,03-12-2022,Customer 341,Home Office,South,Office Supplies,Storage,File Cabinet,451.07,3,0.3,71.19
ORD-104853,01-03-2022,03-03-2022,Customer 192,Consumer,East,Office Supplies,Binders,2-inch Binder,1464.8,7,0.1,387.44
ORD-104854,21-10-2023,26-10-2023,Customer 356,Home Office,West,Technology,Accessories,Wireless Mouse,250.2,10,0,44.76
ORD-104855,22-11-2023,27-11-2023,Customer 366,Home Office,North,Office Supplies,Storage,File Cabinet,449.29,2,0.2,43.48
ORD-104856,30-10-2022,01-11-2022,Customer 930,Home Office,West,Furniture,Bookcases,Tall Bookcase,716.61,8,0.2,42.09
ORD-104857,15-07-2023,20-07-2023,Customer 372,Corporate,North,Office Supplies,Paper,A4 Paper,369.59,3,0,94.61
ORD-104858,07-10-2023,10-10-2023,Customer 806,Corporate,North,Office Supplies,Binders,2-inch Binder,1582.86,9,0.3,230.06
ORD-104859,08-06-2023,10-06-2023,Customer 928,Corporate,East,Furniture,Chairs,ErgoChair Pro,1247.85,8,0.3,120.33
ORD-104860,14-02-2023,18-02-2023,Customer 609,Consumer,East,Office Supplies,Storage,File Cabinet,1502.28,4,0,105.67
ORD-104861,16-03-2023,18-03-2023,Customer 804,Corporate,East,Technology,Copiers,HP Copier,1187.63,5,0,221.86
ORD-104862,02-04-2023,05-04-2023,Customer 235,Consumer,East,Technology,Copiers,Canon All-in-One,968.78,10,0,160.48
ORD-104863,25-08-2023,26-08-2023,Customer 626,Consumer,West,Technology,Accessories,Keyboard,299.6,1,0,84.77
ORD-104864,22-01-2022,23-01-2022,Customer 909,Home Office,North,Office Supplies,Binders,2-inch Binder,194.23,9,0.1,34.17
ORD-104865,09-02-2022,10-02-2022,Customer 695,Home Office,South,Furniture,Tables,Conference Table,68.24,1,0.1,14.79
ORD-104866,15-11-2022,20-11-2022,Customer 793,Consumer,East,Furniture,Chairs,ErgoChair Pro,1449.69,6,0.3,93.16
ORD-104867,23-06-2023,27-06-2023,Customer 393,Consumer,South,Furniture,Chairs,Classic Desk Chair,721.94,9,0.1,95.56
ORD-104868,26-06-2022,30-06-2022,Customer 910,Consumer,West,Office Supplies,Paper,Legal Pad,303.66,7,0.2,67.28
ORD-104869,15-02-2023,16-02-2023,Customer 676,Consumer,West,Technology,Phones,iPhone 14,1291.79,6,0.2,105.37
ORD-104870,28-09-2022,02-10-2022,Customer 845,Consumer,East,Furniture,Tables,Conference Table,1160.44,3,0.1,299.69
ORD-104871,07-09-2023,12-09-2023,Customer 882,Home Office,East,Office Supplies,Storage,Storage Box,1130.8,7,0.1,294.59
ORD-104872,30-01-2023,01-02-2023,Customer 186,Home Office,North,Furniture,Bookcases,Wall Shelf,375.05,6,0,103.21
ORD-104873,07-11-2022,10-11-2022,Customer 286,Home Office,South,Office Supplies,Binders,2-inch Binder,1955.96,8,0.3,73.24
ORD-104874,30-03-2022,01-04-2022,Customer 454,Corporate,South,Office Supplies,Paper,Legal Pad,1910.14,2,0,139.28
ORD-104875,03-03-2023,04-03-2023,Customer 244,Home Office,South,Office Supplies,Binders,2-inch Binder,1657.22,10,0.2,170.96
ORD-104876,07-01-2022,10-01-2022,Customer 581,Corporate,West,Technology,Copiers,HP Copier,1886.57,1,0.1,179.24
ORD-104877,31-08-2022,03-09-2022,Customer 422,Consumer,West,Office Supplies,Storage,File Cabinet,382.11,4,0.1,62.81
ORD-104878,24-12-2023,25-12-2023,Customer 729,Corporate,North,Office Supplies,Binders,3-ring Binder,1864.2,1,0.1,374.49
ORD-104879,22-02-2023,27-02-2023,Customer 117,Corporate,East,Furniture,Chairs,ErgoChair Pro,1529.65,4,0.1,215.7
ORD-104880,10-05-2023,13-05-2023,Customer 347,Home Office,North,Office Supplies,Storage,File Cabinet,1867.78,6,0.1,481.81
ORD-104881,01-10-2022,04-10-2022,Customer 929,Home Office,North,Office Supplies,Binders,2-inch Binder,1052,4,0.3,99.65
ORD-104882,08-09-2023,09-09-2023,Customer 360,Corporate,South,Technology,Copiers,Canon All-in-One,1411.26,5,0.1,332.55
ORD-104883,19-11-2022,20-11-2022,Customer 289,Corporate,South,Technology,Accessories,Wireless Mouse,1048.09,4,0,174.01
ORD-104884,31-03-2022,01-04-2022,Customer 815,Home Office,East,Furniture,Chairs,ErgoChair Pro,1512.32,9,0.2,299.62
ORD-104885,05-04-2022,08-04-2022,Customer 183,Consumer,South,Furniture,Tables,Conference Table,1263.55,2,0.3,215.57
ORD-104886,22-11-2023,23-11-2023,Customer 84,Consumer,North,Technology,Phones,Samsung Galaxy,1334.69,6,0.3,169.8
ORD-104887,03-02-2023,08-02-2023,Customer 196,Corporate,East,Furniture,Tables,Conference Table,779.71,2,0.2,70.24
ORD-104888,08-02-2022,13-02-2022,Customer 512,Consumer,North,Technology,Phones,iPhone 14,1953.87,5,0.3,178.59
ORD-104889,11-05-2022,16-05-2022,Customer 420,Consumer,South,Furniture,Bookcases,Tall Bookcase,1882.16,8,0.1,446.86
ORD-104890,19-10-2022,23-10-2022,Customer 877,Consumer,South,Technology,Copiers,HP Copier,875.36,4,0,191.02
ORD-104891,03-02-2023,06-02-2023,Customer 98,Home Office,East,Technology,Phones,Samsung Galaxy,1253.38,10,0.3,248
ORD-104892,22-12-2022,27-12-2022,Customer 178,Corporate,West,Furniture,Chairs,Classic Desk Chair,931.06,4,0,118.12
ORD-104893,02-09-2022,03-09-2022,Customer 842,Consumer,South,Furniture,Bookcases,Tall Bookcase,1030.9,6,0.1,202.24
ORD-104894,30-07-2023,04-08-2023,Customer 570,Corporate,South,Furniture,Chairs,Classic Desk Chair,870.05,4,0.1,80.01
ORD-104895,09-11-2023,10-11-2023,Customer 732,Corporate,North,Office Supplies,Binders,3-ring Binder,1285.6,3,0.1,260.48
ORD-104896,03-07-2022,07-07-2022,Customer 516,Consumer,North,Technology,Accessories,Keyboard,1149.12,1,0.1,270.68
ORD-104897,02-12-2023,06-12-2023,Customer 358,Consumer,East,Office Supplies,Paper,A4 Paper,552.22,2,0.2,122.74
ORD-104898,06-06-2022,07-06-2022,Customer 519,Consumer,South,Technology,Phones,iPhone 14,363.21,5,0.1,42.51
ORD-104899,12-01-2022,14-01-2022,Customer 790,Home Office,North,Technology,Phones,iPhone 14,486.26,8,0.2,76.16
ORD-104900,02-11-2023,06-11-2023,Customer 75,Home Office,East,Technology,Phones,Samsung Galaxy,811.96,1,0.2,157.55
ORD-104901,10-09-2023,13-09-2023,Customer 273,Corporate,South,Technology,Phones,iPhone 14,1807.26,4,0.2,84.86
ORD-104902,02-08-2022,04-08-2022,Customer 532,Corporate,East,Office Supplies,Storage,Storage Box,566.09,9,0.3,95.28
ORD-104903,14-07-2022,18-07-2022,Customer 590,Home Office,East,Furniture,Bookcases,Wall Shelf,1514.94,3,0.1,322.73
ORD-104904,15-12-2023,17-12-2023,Customer 520,Consumer,North,Office Supplies,Binders,2-inch Binder,658.51,10,0.2,157.22
ORD-104905,01-08-2022,04-08-2022,Customer 220,Home Office,West,Office Supplies,Binders,3-ring Binder,980.01,6,0.3,130.33
ORD-104906,25-08-2023,26-08-2023,Customer 416,Home Office,South,Office Supplies,Binders,2-inch Binder,578.5,4,0.3,64.22
ORD-104907,08-12-2022,12-12-2022,Customer 133,Home Office,South,Technology,Copiers,Canon All-in-One,1204.25,3,0.1,54.39
ORD-104908,08-12-2023,11-12-2023,Customer 542,Home Office,West,Office Supplies,Paper,Legal Pad,314.96,2,0.2,34.44
